site_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_log_historical_price,position,price_usd,promotion_flag,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,booking_bool,visitor_location_country_id,Hotel_Group,month
32,4,246.15,70177,4,3.5,1,4.22,5.12,14,77.74,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,70177,4,3.5,1,4.22,5.12,14,77.74,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,70177,4,3.5,1,4.22,5.12,14,77.74,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77089,3,3.5,1,3.99,4.92,7,50.43,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77089,3,3.5,1,3.99,4.92,7,50.43,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77089,3,3.5,1,3.99,4.92,7,50.43,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77089,3,3.5,1,3.99,4.92,7,50.43,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77795,5,4.5,1,4.11,5.81,37,252.13,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77795,5,4.5,1,4.11,5.81,37,252.13,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77795,5,4.5,1,4.11,5.81,37,252.13,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77795,5,4.5,1,4.11,5.81,37,252.13,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77914,3,4,0,4.33,5.07,18,82.99,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77914,3,4,0,4.33,5.07,18,82.99,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77914,3,4,0,4.33,5.07,18,82.99,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,77914,3,4,0,4.33,5.07,18,82.99,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,78500,3,3,1,4.16,4.63,4,38.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,78500,3,3,1,4.16,4.63,4,38.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,78500,3,3,1,4.16,4.63,4,38.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,78500,3,3,1,4.16,4.63,4,38.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90809,3,4,0,3.85,4.75,10,69.34,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90809,3,4,0,3.85,4.75,10,69.34,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90809,3,4,0,3.85,4.75,10,69.34,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90809,3,4,0,3.85,4.75,10,69.34,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90845,4,4,1,4.16,4.92,8,56.73,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90845,4,4,1,4.16,4.92,8,56.73,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90845,4,4,1,4.16,4.92,8,56.73,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,90845,4,4,1,4.16,4.92,8,56.73,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,104517,4,4,1,4.16,5.29,19,84.04,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,104517,4,4,1,4.16,5.29,19,84.04,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,104517,4,4,1,4.16,5.29,19,84.04,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,104517,4,4,1,4.16,5.29,19,84.04,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,114932,3,4,1,4.32,5.25,15,79.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,114932,3,4,1,4.32,5.25,15,79.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,114932,3,4,1,4.32,5.25,15,79.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,114932,3,4,1,4.32,5.25,15,79.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,116942,4,4,0,4.06,5.28,22,110.31,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,116942,4,4,0,4.06,5.28,22,110.31,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,116942,4,4,0,4.06,5.28,22,110.31,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,116942,4,4,0,4.06,5.28,22,110.31,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,117294,5,5,1,3.37,5.97,35,246.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,117294,5,5,1,3.37,5.97,35,246.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,117294,5,5,1,3.37,5.97,35,246.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,117294,5,5,1,3.37,5.97,35,246.87,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,122112,5,5,1,4.29,5.94,36,247.93,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,122112,5,5,1,4.29,5.94,36,247.93,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,122112,5,5,1,4.29,5.94,36,247.93,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,122112,5,5,1,4.29,5.94,36,247.93,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,124342,4,4,1,4.19,5.3,20,86.14,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,124342,4,4,1,4.19,5.3,20,86.14,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,124342,4,4,1,4.19,5.3,20,86.14,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,124342,4,4,1,4.19,5.3,20,86.14,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,125083,4,4.5,1,3.61,5.08,16,80.89,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,125083,4,4.5,1,3.61,5.08,16,80.89,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,125083,4,4.5,1,3.61,5.08,16,80.89,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,125083,4,4.5,1,3.61,5.08,16,80.89,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,131892,4,4,1,4.25,4.98,13,75.64,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,131892,4,4,1,4.25,4.98,13,75.64,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,131892,4,4,1,4.25,4.98,13,75.64,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,131892,4,4,1,4.25,4.98,13,75.64,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,134154,3,3.5,1,3.76,4.64,1,35.72,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,134154,3,3.5,1,3.76,4.64,1,35.72,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
